sep=,
Epoch,After_Batch,Loss
0,46100,0.12565853118896483
0,46200,0.15727383613586426
0,46300,0.14309532165527344
0,46400,0.15720605850219727
0,46500,0.13086308479309083
0,46600,0.1421220111846924
0,46700,0.1429683494567871
0,46800,0.13565667152404784
0,46900,0.15376937866210938
0,47000,0.12722612380981446
0,47100,0.1506067371368408
0,47200,0.1441918659210205
0,47300,0.16579456329345704
0,47400,0.1392622184753418
0,47500,0.15102688789367677
0,47600,0.11984136581420898
0,47700,0.14018972396850585
0,47800,0.1356061267852783
0,47900,0.13729986190795898
0,48000,0.1436949062347412
0,48100,0.15136152267456054
0,48200,0.12665297508239745
0,48300,0.1365978527069092
0,48400,0.12850204467773438
0,48500,0.14199369430541992
0,48600,0.1189621353149414
0,48700,0.14673623085021972
0,48800,0.1098778247833252
0,48900,0.125412015914917
0,49000,0.0988300609588623
0,49100,0.10667635917663575
0,49200,0.1163835334777832
0,49300,0.1271928596496582
0,49400,0.13611642837524415
0,49500,0.13110097885131836
0,49600,0.15615368843078614
0,49700,0.14039610862731933
0,49800,0.15258307456970216
0,49900,0.1324823760986328
0,50000,0.16360979080200194
0,50100,0.13390179634094238
0,50200,0.1676468276977539
0,50300,0.15379345893859864
0,50400,0.1373984432220459
0,50500,0.15160151481628417
0,50600,0.14123276710510255
0,50700,0.14357004165649415
0,50800,0.15048029899597168
0,50900,0.14953892707824706
0,51000,0.14704090118408203
0,51100,0.14631855010986328
0,51200,0.15039422988891601
0,51300,0.1313442039489746
0,51400,0.14860816955566405
0,51500,0.12785679817199708
0,51600,0.1548738193511963
0,51700,0.14818092346191405
0,51800,0.15804537773132324
0,51900,0.14720849990844725
0,52000,0.14069660186767577
0,52100,0.11943984031677246
0,52200,0.1326637077331543
0,52300,0.1519801425933838
0,52400,0.14599156379699707
0,52500,0.14144736289978027
0,52600,0.1277191925048828
0,52700,0.12546030044555664
0,52800,0.12980594635009765
0,52900,0.1404232692718506
0,53000,0.13854405403137207
0,53100,0.14136526107788086
0,53200,0.1546332550048828
0,53300,0.14067835807800294
0,53400,0.16233591079711915
0,53500,0.12189697265625
0,53600,0.13110480308532715
0,53700,0.16273588180541992
0,53800,0.1444489574432373
0,53900,0.12483782768249511
0,54000,0.13604403495788575
0,54100,0.16507699966430664
0,54200,0.14740114212036132
0,54300,0.13462982177734376
0,54400,0.1578365993499756
0,54500,0.17587106704711913
0,54600,0.15236385345458983
0,54700,0.1368018341064453
0,54800,0.13783355712890624
0,54900,0.16464941024780275
0,55000,0.11851422309875488
0,55100,0.12901856422424315
0,55200,0.13056705474853517
0,55300,0.1500148868560791
0,55400,0.145930757522583
0,55500,0.14881826400756837
0,55600,0.17667802810668945
0,55700,0.1720772361755371
0,55800,0.1486273956298828
0,55900,0.15275739669799804
0,56000,0.12903658866882325
0,56100,0.1549425506591797
0,56200,0.1536580753326416
0,56300,0.11924342155456542
0,56400,0.1067124080657959
0,56500,0.11947073936462402
0,56600,0.12699203491210936
0,56700,0.12301154136657715
0,56800,0.1412366199493408
0,56900,0.12112837791442871
0,57000,0.13205571174621583
0,57100,0.15598899841308594
0,57200,0.13540785789489745
0,57300,0.1368269443511963
0,57400,0.1398764419555664
0,57500,0.15800517082214355
0,57600,0.13520535469055175
0,57700,0.13149769783020018
0,57800,0.12980361938476562
0,57900,0.1203703784942627
0,58000,0.13277867317199707
0,58100,0.1292709732055664
0,58200,0.1389860725402832
0,58300,0.1310501766204834
0,58400,0.12970761299133302
0,58500,0.13835124015808106
0,58600,0.14383800506591796
0,58700,0.1429249668121338
0,58800,0.10948845863342285
0,58900,0.12198515892028809
0,59000,0.13756549835205079
0,59100,0.1422620391845703
0,59200,0.1155819034576416
0,59300,0.14679630279541014
0,59400,0.08958349227905274
0,59500,0.10980777740478516
0,59600,0.1269145393371582
0,59700,0.1024542236328125
0,59800,0.1292477798461914
0,59900,0.12937091827392577
0,60000,0.12015182495117188
0,60100,0.11015874862670899
0,60200,0.14139419555664062
0,60300,0.12670126914978028
0,60400,0.14174790382385255
0,60500,0.15654815673828126
0,60600,0.15641328811645508
0,60700,0.11910079956054688
0,60800,0.1403069019317627
0,60900,0.1266639518737793
0,61000,0.14422374725341797
0,61100,0.14716124534606934
0,61200,0.14106744766235352
0,61300,0.1514493179321289
0,61400,0.13080007553100587
0,61500,0.14497756004333495
0,61600,0.13916674613952637
0,61700,0.16362758636474609
0,61800,0.14488543510437013
0,61900,0.13414306640625
0,62000,0.15416059494018555
0,62100,0.14020336151123047
0,62200,0.12490428924560547
0,62300,0.15959077835083008
0,62400,0.15359707832336425
0,62500,0.15602996826171875
0,62600,0.14491691589355468
0,62700,0.1605098342895508
0,62800,0.12094801902770996
0,62900,0.15306349754333495
0,63000,0.1317659282684326
0,63100,0.14829346656799317
0,63200,0.13638937950134278
0,63300,0.14221950531005859
0,63400,0.16073961257934571
0,63500,0.14163376808166503
0,63600,0.1414928150177002
0,63700,0.1660357666015625
0,63800,0.1511656951904297
0,63900,0.1503378200531006
0,64000,0.14311501502990723
0,64100,0.12434239387512207
0,64200,0.14825240135192871
0,64300,0.10767551422119141
0,64400,0.1547817134857178
0,64500,0.14712480545043946
0,64600,0.1432621383666992
0,64700,0.14061233520507813
0,64800,0.14456087112426758
0,64900,0.14574165344238282
0,65000,0.14124218940734865
0,65100,0.1336673927307129
0,65200,0.16103843688964845
0,65300,0.14045845985412597
0,65400,0.1495271873474121
0,65500,0.12302665710449219
0,65600,0.13416384696960448
0,65700,0.15684419631958008
0,65800,0.13939130783081055
0,65900,0.15215428352355956
0,66000,0.16091274261474608
0,66100,0.13955578804016114
0,66200,0.13313127517700196
0,66300,0.15885695457458496
0,66400,0.14654475212097168
0,66500,0.12632356643676756
0,66600,0.10046627044677735
0,66700,0.1219654655456543
0,66800,0.15329752922058104
0,66900,0.13250229835510255
0,67000,0.13114877700805663
0,67100,0.11366165161132813
0,67200,0.13110187530517578
0,67300,0.09600411415100098
0,67400,0.13605483055114745
0,67500,0.11983484268188477
0,67600,0.11969793319702149
0,67700,0.1402321434020996
0,67800,0.1165978717803955
0,67900,0.14983757019042968
0,68000,0.15066347122192383
0,68100,0.12610234260559083
0,68200,0.1456039333343506
0,68300,0.16064889907836913
0,68400,0.15351643562316894
0,68500,0.12701193809509279
0,68600,0.14685724258422853
0,68700,0.123257474899292
0,68800,0.13534324645996093
0,68900,0.1349497604370117
0,69000,0.1479312801361084
0,69100,0.13494242668151857
0,69200,0.13053200721740724
0,69300,0.11568355560302734
0,69400,0.13574774742126464
