sep=,
Epoch,After_Batch,Loss
0,100,0.700849380493164
0,200,0.6927494812011719
0,300,0.6908321380615234
0,400,0.6884516143798828
0,500,0.6870263671875
0,600,0.6842954254150391
0,700,0.6828536224365235
0,800,0.6807880401611328
0,900,0.6791452026367187
0,1000,0.676474609375
0,1100,0.6750589752197266
0,1200,0.673281021118164
0,1300,0.6704409790039062
0,1400,0.6692202758789062
0,1500,0.6654310607910157
0,1600,0.6661573028564454
0,1700,0.6615731811523438
0,1800,0.6625978088378907
0,1900,0.6610896301269531
0,2000,0.6568656158447266
0,2100,0.6565853118896484
0,2200,0.6548827362060546
0,2300,0.6550541687011718
0,2400,0.6508306121826172
0,2500,0.6461733245849609
0,2600,0.645516357421875
0,2700,0.6455367279052734
0,2800,0.6452584838867188
0,2900,0.6436840057373047
0,3000,0.6420545959472657
0,3100,0.6362735748291015
0,3200,0.6351579666137696
0,3300,0.6386646270751953
0,3400,0.6358545684814453
0,3500,0.6316352844238281
0,3600,0.631946792602539
0,3700,0.6209505462646484
0,3800,0.6211160659790039
0,3900,0.6248151016235352
0,4000,0.6194133377075195
0,4100,0.6205772018432617
0,4200,0.617458610534668
0,4300,0.6103458023071289
0,4400,0.6149071502685547
0,4500,0.6142123413085937
0,4600,0.6096407318115235
0,4700,0.6053330230712891
0,4800,0.6032883453369141
0,4900,0.6074070739746094
0,5000,0.6049234390258789
0,5100,0.6061948013305664
0,5200,0.5979344940185547
0,5300,0.5971203994750977
0,5400,0.6004238510131836
0,5500,0.6017657852172852
0,5600,0.5913663864135742
0,5700,0.5937395477294922
0,5800,0.5942269515991211
0,5900,0.5855701828002929
0,6000,0.5874031066894532
0,6100,0.585577621459961
0,6200,0.5817355728149414
0,6300,0.5916143417358398
0,6400,0.577802619934082
0,6500,0.5795894622802734
0,6600,0.5752267074584961
0,6700,0.5791923522949218
0,6800,0.5703694534301758
0,6900,0.5723228836059571
0,7000,0.5666792297363281
0,7100,0.5740762329101563
0,7200,0.5613159942626953
0,7300,0.5651071548461915
0,7400,0.560168800354004
0,7500,0.557705078125
0,7600,0.5537618255615234
0,7700,0.5547686004638672
0,7800,0.5543653488159179
0,7900,0.5523634719848632
0,8000,0.5564730072021484
0,8100,0.5551087188720704
0,8200,0.5628689193725586
0,8300,0.5500117874145508
0,8400,0.541318473815918
0,8500,0.5497685623168945
0,8600,0.5516613006591797
0,8700,0.5362599182128907
0,8800,0.5430237579345704
0,8900,0.5390761184692383
0,9000,0.5307149887084961
0,9100,0.5437985992431641
0,9200,0.5430157470703125
0,9300,0.54536376953125
0,9400,0.534976577758789
0,9500,0.5306630325317383
0,9600,0.5340140533447265
0,9700,0.5273528289794922
0,9800,0.5295441818237304
0,9900,0.5272116088867187
0,10000,0.527061996459961
0,10100,0.5250231170654297
0,10200,0.532443733215332
0,10300,0.5339682388305664
0,10400,0.530337905883789
0,10500,0.527921028137207
0,10600,0.514265022277832
0,10700,0.5183031463623047
0,10800,0.526262435913086
0,10900,0.5159014511108398
0,11000,0.5021272277832032
0,11100,0.515032844543457
0,11200,0.507061424255371
0,11300,0.5092428970336914
0,11400,0.5042582702636719
0,11500,0.513422966003418
0,11600,0.5029229354858399
0,11700,0.5100839614868165
0,11800,0.5070269775390625
0,11900,0.5079859161376953
0,12000,0.4994728469848633
0,12100,0.5025045776367187
0,12200,0.49951087951660156
0,12300,0.504061164855957
0,12400,0.49643898010253906
0,12500,0.4936854553222656
0,12600,0.48950828552246095
0,12700,0.4811467742919922
0,12800,0.4894384765625
0,12900,0.478712158203125
0,13000,0.48869415283203127
0,13100,0.4965744400024414
0,13200,0.48656837463378905
0,13300,0.48231834411621094
0,13400,0.49320526123046876
0,13500,0.4923640060424805
0,13600,0.4874124526977539
0,13700,0.469519157409668
0,13800,0.47177433013916015
0,13900,0.48615734100341795
0,14000,0.4688249969482422
0,14100,0.4730055236816406
0,14200,0.4777508544921875
0,14300,0.4757066345214844
0,14400,0.467919921875
0,14500,0.46733272552490235
0,14600,0.4603508758544922
0,14700,0.471174430847168
0,14800,0.47540576934814455
0,14900,0.45209239959716796
0,15000,0.4689862060546875
0,15100,0.45219505310058594
0,15200,0.46657672882080076
0,15300,0.4645477294921875
0,15400,0.47418766021728515
0,15500,0.45512699127197265
0,15600,0.47910472869873044
0,15700,0.4509751510620117
0,15800,0.4671915817260742
0,15900,0.4545013427734375
0,16000,0.4541691970825195
0,16100,0.462412109375
0,16200,0.43979419708251954
0,16300,0.46437076568603514
0,16400,0.4540985488891602
0,16500,0.4400968170166016
0,16600,0.45303806304931643
0,16700,0.44325061798095705
0,16800,0.4445322418212891
0,16900,0.43234600067138673
0,17000,0.4389286422729492
0,17100,0.4488412857055664
0,17200,0.43881084442138674
0,17300,0.42971508026123045
0,17400,0.44400165557861326
0,17500,0.4442352294921875
0,17600,0.431778678894043
0,17700,0.45003280639648435
0,17800,0.4437370300292969
0,17900,0.4222122573852539
0,18000,0.44161163330078124
0,18100,0.44000553131103515
0,18200,0.4336398696899414
0,18300,0.425640754699707
0,18400,0.44318225860595706
0,18500,0.4169826126098633
0,18600,0.41563777923583983
0,18700,0.4196318054199219
0,18800,0.41768589019775393
0,18900,0.4260523223876953
0,19000,0.43330108642578125
0,19100,0.4320456314086914
0,19200,0.4344499206542969
0,19300,0.4241278457641602
0,19400,0.4264894104003906
0,19500,0.4163657760620117
0,19600,0.39726890563964845
0,19700,0.40424427032470706
0,19800,0.39774497985839846
0,19900,0.4131053924560547
0,20000,0.4133150100708008
0,20100,0.4299483871459961
0,20200,0.4148169708251953
0,20300,0.41453369140625
0,20400,0.41619449615478515
0,20500,0.42166114807128907
0,20600,0.4169219970703125
0,20700,0.418623046875
0,20800,0.40578418731689453
